code,code_variant,rarity,type,life,name,color,cost,power,counter,feature,character_type,description,trigger,image
OP02-120,OP02-120_p1,SEC,CHARACTER,,Uta,Purple,8,8000,-,FILM,Special,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-120_p1.png?240524
OP02-121,OP02-121,SEC,CHARACTER,,Kuzan,Black,10,10000,-,Former Navy,Special,[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-121.png?240524
OP02-121,OP02-121_p1,SEC,CHARACTER,,Kuzan,Black,10,10000,-,Former Navy,Special,[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP02-121_p1.png?240524
OP01-001,OP01-001,L,LEADER,5,Roronoa Zoro,Red,,5000,-,Supernovas/Straw Hat Crew,Slash,[DON!! x1] [Your Turn] All of your Characters gain +1000 power.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-001.png?240524
OP01-001,OP01-001_p1,L,LEADER,5,Roronoa Zoro,Red,,5000,-,Supernovas/Straw Hat Crew,Slash,[DON!! x1] [Your Turn] All of your Characters gain +1000 power.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-001_p1.png?240524
OP01-002,OP01-002,L,LEADER,4,Trafalgar Law,Red/Green,,5000,-,Supernovas/Heart Pirates,Slash,"[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): If you have 5 Characters, return 1 of your Characters to the owner's hand. Then, play up to 1 Character with a cost of 5 or less from your hand that is a different color than the returned Character.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-002.png?240524
OP01-002,OP01-002_p1,L,LEADER,4,Trafalgar Law,Red/Green,,5000,-,Supernovas/Heart Pirates,Slash,"[Activate: Main] [Once Per Turn] ➁ (You may rest the specified number of DON!! cards in your cost area.): If you have 5 Characters, return 1 of your Characters to the owner's hand. Then, play up to 1 Character with a cost of 5 or less from your hand that is a different color than the returned Character.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-002_p1.png?240524
OP01-003,OP01-003,L,LEADER,4,Monkey.D.Luffy,Red/Green,,5000,-,Supernovas/Straw Hat Crew,Strike,[Activate: Main] [Once Per Turn] ➃ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Supernovas} or {Straw Hat Crew} type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-003.png?240524
OP01-003,OP01-003_p1,L,LEADER,4,Monkey.D.Luffy,Red/Green,,5000,-,Supernovas/Straw Hat Crew,Strike,[Activate: Main] [Once Per Turn] ➃ (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Supernovas} or {Straw Hat Crew} type Character cards with a cost of 5 or less as active. It gains +1000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-003_p1.png?240524
OP01-004,OP01-004,R,CHARACTER,,Usopp,Red,2,3000,2000,Straw Hat Crew,Ranged,[DON!! x1] [Your Turn] [Once Per Turn] Draw 1 card when your opponent activates an Event.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-004.png?240524
OP01-005,OP01-005,R,CHARACTER,,Uta,Red,4,4000,-,FILM,Special,[On Play] Add up to 1 red Character card other than [Uta] with a cost of 3 or less from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-005.png?240524
OP01-006,OP01-006,UC,CHARACTER,,Otama,Red,1,-,2000,Land of Wano,Special,[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-006.png?240524
OP01-007,OP01-007,C,CHARACTER,,Caribou,Red,3,4000,1000,Supernovas/Caribou Pirates,Special,[On K.O.] K.O. up to 1 of your opponent's Characters with 4000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-007.png?240524
OP01-008,OP01-008,C,CHARACTER,,Cavendish,Red,4,5000,-,Supernovas/Beautiful Pirates,Slash,[On Play] You may add 1 card from your Life area to your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-008.png?240524
OP01-008,OP01-008_p1,C,CHARACTER,,Cavendish,Red,4,5000,-,Supernovas/Beautiful Pirates,Slash,[On Play] You may add 1 card from your Life area to your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-008_p1.png?240524
OP01-009,OP01-009,C,CHARACTER,,Carrot,Red,2,3000,1000,Minks,Strike,[Trigger] Play this card.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-009.png?240524
OP01-010,OP01-010,C,CHARACTER,,Komachiyo,Red,1,3000,1000,Animal/Land of Wano,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-010.png?240524
OP01-011,OP01-011,UC,CHARACTER,,Gordon,Red,2,3000,2000,FILM,Wisdom,[On Play] You may place 1 card from your hand at the bottom of your deck: Draw 1 card.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-011.png?240524
OP01-012,OP01-012,C,CHARACTER,,Sai,Red,2,4000,1000,Happosui Army,Slash,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-012.png?240524
OP01-013,OP01-013,R,CHARACTER,,Sanji,Red,2,3000,2000,Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] You may add 1 card from your Life area to your hand: This Character gains +2000 power during this turn. Then, give this Character up to 2 rested DON!! cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-013.png?240524
OP01-013,OP01-013_p1,R,CHARACTER,,Sanji,Red,2,3000,2000,Straw Hat Crew,Strike,"[Activate: Main] [Once Per Turn] You may add 1 card from your Life area to your hand: This Character gains +2000 power during this turn. Then, give this Character up to 2 rested DON!! cards.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-013_p1.png?240524
OP01-014,OP01-014,UC,CHARACTER,,Jinbe,Red,4,5000,-,Fish-Man/Straw Hat Crew,Strike,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] Play up to 1 red Character card with a cost of 2 or less from your hand.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-014.png?240524
OP01-015,OP01-015,UC,CHARACTER,,Tony Tony.Chopper,Red,3,4000,1000,Animal/Straw Hat Crew,Wisdom,[DON!! x1] [When Attacking] You may trash 1 card from your hand: Add up to 1 {Straw Hat Crew} type Character card other than [Tony Tony.Chopper] with a cost of 4 or less from your trash to your hand.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-015.png?240524
OP01-016,OP01-016,R,CHARACTER,,Nami,Red,1,2000,1000,Straw Hat Crew,Special,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-016.png?240524
OP01-016,OP01-016_p1,R,CHARACTER,,Nami,Red,1,2000,1000,Straw Hat Crew,Special,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-016_p1.png?240524
OP01-017,OP01-017,R,CHARACTER,,Nico Robin,Red,3,4000,1000,Straw Hat Crew,Strike,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-017.png?240524
OP01-018,OP01-018,C,CHARACTER,,Hajrudin,Red,4,6000,1000,Giant/New Giant Pirates,Strike,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-018.png?240524
OP01-019,OP01-019,C,CHARACTER,,Bartolomeo,Red,2,2000,1000,Supernovas/Barto Club,Special,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x2] [Opponent's Turn] This Character gains +3000 power.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-019.png?240524
OP01-020,OP01-020,C,CHARACTER,,Hyogoro,Red,2,3000,1000,Land of Wano,Strike,[Activate: Main] You may rest this Character: Up to 1 of your Leader or Character cards gains +2000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-020.png?240524
OP01-021,OP01-021,UC,CHARACTER,,Franky,Red,3,4000,-,Straw Hat Crew,Ranged,[DON!! x1] This Character can also attack your opponent's active Characters.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-021.png?240524
OP01-022,OP01-022,UC,CHARACTER,,Brook,Red,4,5000,1000,Straw Hat Crew,Slash,[DON!! x1] [When Attacking] Give up to 2 of your opponent's Characters −2000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-022.png?240524
OP01-023,OP01-023,C,CHARACTER,,Marco,Red,3,5000,1000,Former Whitebeard Pirates,Special,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-023.png?240524
OP01-024,OP01-024,SR,CHARACTER,,Monkey.D.Luffy,Red,2,3000,1000,Supernovas/Straw Hat Crew,Strike,[DON!! x2] This Character cannot be K.O.'d in battle by ＜Strike＞ attribute Characters.[Activate: Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-024.png?240524
OP01-024,OP01-024_p1,SR,CHARACTER,,Monkey.D.Luffy,Red,2,3000,1000,Supernovas/Straw Hat Crew,Strike,[DON!! x2] This Character cannot be K.O.'d in battle by ＜Strike＞  attribute Characters.[Activate: Main] [Once Per Turn] Give this Character up to 2 rested DON!! cards.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-024_p1.png?240524
OP01-025,OP01-025,SR,CHARACTER,,Roronoa Zoro,Red,3,5000,-,Supernovas/Straw Hat Crew,Slash,[Rush] (This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-025.png?240524
OP01-025,OP01-025_p1,SR,CHARACTER,,Roronoa Zoro,Red,3,5000,-,Supernovas/Straw Hat Crew,Slash,[Rush] (This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-025_p1.png?240524
OP01-026,OP01-026,R,EVENT,,Gum-Gum Fire-Fist Pistol Red Hawk,Red,2,-,-,Supernovas/Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's Characters with 4000 power or less.", Give up to 1 of your opponent's Leader or Character cards −10000 power during this turn.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-026.png?240524
OP01-027,OP01-027,C,EVENT,,Round Table,Red,4,-,-,Supernovas/Beautiful Pirates,-,[Main] Give up to 1 of your opponent's Characters −10000 power during this turn.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-027.png?240524
OP01-028,OP01-028,C,EVENT,,Green Star Rafflesia,Red,1,-,-,Straw Hat Crew,-,[Counter] Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn., Activate this card's [Counter] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-028.png?240524
OP01-029,OP01-029,UC,EVENT,,Radical Beam!!,Red,1,-,-,Straw Hat Crew,-,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or less Life cards, that card gains an additional +2000 power.", Up to 1 of your Leader or Character cards gains +1000 power during this turn.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-029.png?240524
OP01-030,OP01-030,UC,EVENT,,In Two Years!! At the Sabaody Archipelago!!,Red,1,-,-,Straw Hat Crew,-,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.", Activate this card's [Main] effect.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-030.png?240524
OP01-031,OP01-031,L,LEADER,5,Kouzuki Oden,Green,,5000,-,Land of Wano/Kouzuki Clan,Slash,[Activate: Main] [Once Per Turn] You can trash 1 {Land of Wano} type card from your hand: Set up to 2 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-031.png?240524
OP01-031,OP01-031_p1,L,LEADER,5,Kouzuki Oden,Green,,5000,-,Land of Wano/Kouzuki Clan,Slash,[Activate: Main] [Once Per Turn] You can trash 1 {Land of Wano} type card from your hand: Set up to 2 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-031_p1.png?240524
OP01-032,OP01-032,UC,CHARACTER,,Ashura Doji,Green,3,4000,1000,Land of Wano/The Akazaya Nine,Slash,"[DON!! x1] If your opponent has 2 or more rested Characters, this Character gains +2000 power.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-032.png?240524
OP01-033,OP01-033,UC,CHARACTER,,Izo,Green,3,3000,2000,Land of Wano/Former Whitebeard Pirates,Ranged,[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-033.png?240524
OP01-034,OP01-034,C,CHARACTER,,Inuarashi,Green,3,4000,1000,Minks/Land of Wano/The Akazaya Nine,Slash,[DON!! x2] [When Attacking] Set up to 1 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-034.png?240524
OP01-034,OP01-034_p1,C,CHARACTER,,Inuarashi,Green,3,4000,1000,Minks/Land of Wano/The Akazaya Nine,Slash,[DON!! x2] [When Attacking] Set up to 1 of your DON!! cards as active.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-034_p1.png?240524
OP01-035,OP01-035,R,CHARACTER,,Okiku,Green,3,5000,-,Land of Wano/The Akazaya Nine,Slash,[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 5 or less.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-035.png?240524
OP01-036,OP01-036,C,CHARACTER,,Otsuru,Green,1,3000,1000,Land of Wano,Wisdom,-,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-036.png?240524
OP01-037,OP01-037,C,CHARACTER,,Kawamatsu,Green,2,3000,1000,Fish-Man/Land of Wano/The Akazaya Nine,Slash,-, Play this card.,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-037.png?240524
OP01-038,OP01-038,C,CHARACTER,,Kanjuro,Green,2,3000,1000,Land of Wano/The Akazaya Nine,Slash,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.[On K.O.] Your opponent chooses 1 card from your hand; trash that card.,,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-038.png?240524
OP01-039,OP01-039,UC,CHARACTER,,Killer,Green,2,2000,1000,Supernovas/Kid Pirates,Slash,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] If you have 3 or more Characters, draw 1 card.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-039.png?240524
OP01-040,OP01-040,SR,CHARACTER,,Kin'emon,Green,6,6000,-,Land of Wano/The Akazaya Nine,Slash,"[On Play] If your Leader is [Kouzuki Oden], play up to 1 {The Akazaya Nine} type Character card with a cost of 3 or less from your hand.[DON!! x1] [When Attacking] [Once Per Turn] Set up to 1 of your {The Akazaya Nine} type Character cards with a cost of 3 or less as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-040.png?240524
OP01-040,OP01-040_p1,SR,CHARACTER,,Kin'emon,Green,6,6000,-,Land of Wano/The Akazaya Nine,Slash,"[On Play] If your Leader is [Kouzuki Oden], play up to 1 {The Akazaya Nine} type Character card with a cost of 3 or less from your hand.[DON!! x1] [When Attacking] [Once Per Turn] Set up to 1 of your {The Akazaya Nine} type Character cards with a cost of 3 or less as active.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-040_p1.png?240524
OP01-041,OP01-041,R,CHARACTER,,Kouzuki Momonosuke,Green,1,-,1000,Land of Wano/Kouzuki Clan,Slash,"[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com../images/cardlist/card/OP01-041.png?240524
